sample_id,condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,70.0,134.7
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,70.5,131.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,71.0,130.24
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,71.5,132.99
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,72.0,131.85
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,72.5,131.79
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,73.0,135.05
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,73.5,132.33
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,74.0,133.19
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,74.5,133.97
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,75.0,131.9
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,75.5,133.16
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,76.0,129.96
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,76.5,133.43
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,77.0,133.73
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,77.5,133.83
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,78.0,131.51
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,78.5,131.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,79.0,133.77
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,79.5,131.02
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,80.0,131.69
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,80.5,130.5
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,81.0,132.21
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,81.5,131.32
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,82.0,128.52
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,82.5,129.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,83.0,129.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,83.5,130.42
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,84.0,128.5
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,84.5,128.62
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,85.0,130.1
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,85.5,128.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,86.0,130.55
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,86.5,125.38
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,87.0,129.28
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,87.5,127.59
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,88.0,125.1
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,88.5,125.06
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,89.0,123.9
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,89.5,126.72
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,90.0,122.82
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,90.5,125.02
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,91.0,123.42
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,91.5,124.18
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,92.0,125.14
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,92.5,121.14
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,93.0,121.79
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,93.5,121.16
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,94.0,123.04
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,94.5,121.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,95.0,121.35
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,95.5,124.95
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,96.0,119.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,96.5,120.26
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,97.0,118.77
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,97.5,118.78
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,98.0,120.97
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,98.5,116.87
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,99.0,115.52
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,99.5,113.93
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,100.0,112.75
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,100.5,115.27
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,101.0,112.37
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,101.5,112.28
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,102.0,112.92
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,102.5,113.48
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,103.0,112.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,103.5,111.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,104.0,111.47
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,104.5,111.7
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,105.0,110.6
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,105.5,107.59
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,106.0,108.7
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,106.5,105.43
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,107.0,105.91
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,107.5,107.6
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,108.0,105.06
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,108.5,106.12
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,109.0,102.45
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,109.5,101.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,110.0,103.52
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,110.5,103.02
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,111.0,101.57
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,111.5,103.88
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,112.0,99.96
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,112.5,97.79
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,113.0,99.65
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,113.5,99.33
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,114.0,100.79
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,114.5,96.21
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,115.0,98.17
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,115.5,94.33
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,116.0,95.96
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,116.5,92.96
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,117.0,94.38
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,117.5,93.68
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,118.0,93.19
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,118.5,91.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,119.0,93.55
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,119.5,91.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,120.0,93.2
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,120.5,89.21
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,121.0,87.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,121.5,87.83
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,122.0,87.97
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,122.5,90.38
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,123.0,83.58
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,123.5,84.71
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,124.0,85.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,124.5,84.97
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,125.0,83.52
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,125.5,84.05
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,126.0,82.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,126.5,83.74
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,127.0,83.21
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,127.5,81.04
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,128.0,80.54
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,128.5,80.05
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,129.0,77.87
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,129.5,78.47
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,130.0,77.93
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,130.5,76.07
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,131.0,76.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,131.5,76.14
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,132.0,74.68
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,132.5,74.53
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,133.0,71.64
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,133.5,74.9
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,134.0,74.45
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,134.5,71.81
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,135.0,73.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,135.5,70.72
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,136.0,72.25
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,136.5,70.92
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,137.0,66.57
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,137.5,69.27
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,138.0,68.75
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,138.5,68.46
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,139.0,64.82
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,139.5,67.23
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,140.0,67.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,140.5,66.6
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,141.0,65.91
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,141.5,66.44
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,142.0,62.04
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,142.5,63.7
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,143.0,63.52
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,143.5,62.33
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,144.0,58.83
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,144.5,61.86
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,145.0,58.64
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,145.5,57.32
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,146.0,58.6
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,146.5,58.71
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,147.0,58.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,147.5,59.14
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,148.0,56.57
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,148.5,57.37
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,149.0,54.43
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,149.5,55.21
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,150.0,53.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,150.5,53.49
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,151.0,54.11
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,151.5,52.86
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,152.0,53.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,152.5,53.76
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,153.0,54.02
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,153.5,50.9
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,154.0,47.94
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,154.5,53.02
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,155.0,48.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,155.5,49.23
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,156.0,45.88
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,156.5,49.69
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,157.0,50.04
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,157.5,46.07
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,158.0,45.27
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,158.5,49.06
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,159.0,47.13
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,159.5,44.67
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,160.0,44.95
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,160.5,44.26
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,161.0,45.58
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,161.5,42.49
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,162.0,41.65
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,162.5,44.3
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,163.0,41.78
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,163.5,42.71
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,164.0,43.29
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,164.5,43.03
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,165.0,42.69
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,165.5,43.65
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,166.0,39.85
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,166.5,38.28
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,167.0,41.46
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,167.5,40.84
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,168.0,41.32
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,168.5,34.73
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,169.0,35.72
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,169.5,37.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,170.0,36.43
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,170.5,40.14
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,171.0,37.64
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,171.5,37.39
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,172.0,35.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,172.5,34.66
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,173.0,33.07
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,173.5,32.87
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,174.0,33.46
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,174.5,35.24
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,175.0,32.69
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,175.5,33.46
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,176.0,33.29
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,176.5,31.52
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,177.0,32.19
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,177.5,33.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,178.0,30.75
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,178.5,29.48
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,179.0,30.1
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,179.5,29.58
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,180.0,30.58
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,180.5,28.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,181.0,27.41
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,181.5,31.6
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,182.0,28.71
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,182.5,25.75
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,183.0,29.6
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,183.5,26.42
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,184.0,29.86
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,184.5,28.31
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,185.0,26.28
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,185.5,25.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,186.0,27.95
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,186.5,26.28
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,187.0,25.95
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,187.5,27.51
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,188.0,24.86
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,188.5,20.97
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,189.0,23.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,189.5,23.65
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,190.0,23.76
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,190.5,24.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,191.0,23.64
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,191.5,25.49
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,192.0,24.07
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,192.5,22.13
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,193.0,21.19
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,193.5,22.42
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,194.0,23.91
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,194.5,22.44
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,195.0,20.09
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,195.5,19.43
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,196.0,20.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,196.5,20.7
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,197.0,18.78
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,197.5,16.54
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,198.0,21.4
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,198.5,19.23
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,199.0,21.33
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,199.5,18.43
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,200.0,16.91
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,200.5,20.34
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,201.0,18.53
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,201.5,16.2
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,202.0,21.12
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,202.5,16.62
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,203.0,18.08
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,203.5,17.33
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,204.0,19.48
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,204.5,16.76
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,205.0,15.55
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,205.5,18.05
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,206.0,16.74
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,206.5,16.98
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,207.0,17.86
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,207.5,17.05
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,208.0,17.96
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,208.5,15.99
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,209.0,14.78
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,209.5,14.87
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,210.0,15.81
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,210.5,14.76
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,211.0,16.51
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,211.5,14.46
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,212.0,12.74
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,212.5,13.44
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,213.0,14.24
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,213.5,12.66
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,214.0,16.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,214.5,14.39
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,215.0,14.39
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,215.5,13.79
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,216.0,13.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,216.5,13.16
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,217.0,14.44
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,217.5,13.56
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,218.0,14.48
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,218.5,11.51
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,219.0,11.29
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,219.5,12.0
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,220.0,7.58
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,220.5,11.95
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,221.0,11.28
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,221.5,11.7
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,222.0,10.39
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,222.5,11.21
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,223.0,11.94
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,223.5,12.41
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,224.0,7.61
MOCK-29_LE,AAV8-RK-PDE6B-3UTR,6,4,1.0,224.5,9.29
